ClienteID,Nombre,Edad,Localizacion,Producto,Categoria,Transacciones,Fecha
7806,Alice,65,"Phoenix, AZ",Laptop,Computers,999,2023-02-28 17:00:00
4756,Grace,22,"Los Angeles, CA",Laptop,Computers,850,2023-02-28 18:00:00
9616,Grace,49,"New York, NY",Laptop,Computers,232,2023-02-28 19:00:00
2600,Isla,46,"Dallas, TX",Headphones,Audio,975,2023-02-28 20:00:00
6881,Isla,46,"Houston, TX",Smartwatch,Wearables,361,2023-02-28 21:00:00
2340,Alice,59,"Dallas, TX",Laptop,Computers,927,2023-02-28 22:00:00
9821,Jack,20,"Dallas, TX",Headphones,Audio,833,2023-02-28 23:00:00
4008,Eva,68,"New York, NY",Headphones,Audio,587,2023-03-01 00:00:00
3065,Bob,21,"San Antonio, TX",Laptop,Computers,969,2023-03-01 01:00:00
8934,Frank,61,"Philadelphia, PA",Headphones,Audio,200,2023-03-01 02:00:00
1167,Bob,42,"Los Angeles, CA",Tablet,Mobile,716,2023-03-01 03:00:00
9208,Frank,39,"San Jose, CA",Headphones,Audio,733,2023-03-01 04:00:00
8052,Grace,59,"Houston, TX",Smartwatch,Wearables,566,2023-03-01 05:00:00
2545,Frank,28,"Phoenix, AZ",Headphones,Audio,589,2023-03-01 06:00:00
2530,Alice,25,"Phoenix, AZ",Laptop,Computers,526,2023-03-01 07:00:00
4813,David,44,"San Antonio, TX",Smartphone,Electronics,821,2023-03-01 08:00:00
2497,Charlie,61,"San Jose, CA",Tablet,Mobile,354,2023-03-01 09:00:00
1542,Eva,63,"Los Angeles, CA",Headphones,Audio,888,2023-03-01 10:00:00
9918,Grace,39,"Chicago, IL",Tablet,Mobile,456,2023-03-01 11:00:00
1378,Charlie,20,"Los Angeles, CA",Smartwatch,Wearables,287,2023-03-01 12:00:00
5435,Alice,44,"San Antonio, TX",Headphones,Audio,398,2023-03-01 13:00:00
5302,Isla,28,"San Antonio, TX",Headphones,Audio,537,2023-03-01 14:00:00
7282,Frank,44,"Dallas, TX",Tablet,Mobile,564,2023-03-01 15:00:00
4852,Frank,24,"Houston, TX",Headphones,Audio,770,2023-03-01 16:00:00
5821,David,44,"Houston, TX",Headphones,Audio,824,2023-03-01 17:00:00
1673,Alice,64,"Philadelphia, PA",Smartphone,Electronics,602,2023-03-01 18:00:00
4520,Isla,28,"Chicago, IL",Tablet,Mobile,686,2023-03-01 19:00:00
7346,Jack,42,"Chicago, IL",Laptop,Computers,691,2023-03-01 20:00:00
3057,Grace,56,"Dallas, TX",Laptop,Computers,172,2023-03-01 21:00:00
6195,Jack,68,"San Antonio, TX",Smartwatch,Wearables,214,2023-03-01 22:00:00
6865,Grace,33,"Dallas, TX",Smartphone,Electronics,890,2023-03-01 23:00:00
1737,Grace,38,"Los Angeles, CA",Tablet,Mobile,202,2023-03-02 00:00:00
7147,Grace,43,"Houston, TX",Tablet,Mobile,634,2023-03-02 01:00:00
3653,Hannah,44,"San Diego, CA",Smartphone,Electronics,919,2023-03-02 02:00:00
8256,Hannah,68,"Dallas, TX",Smartphone,Electronics,358,2023-03-02 03:00:00
7749,Charlie,62,"Chicago, IL",Smartwatch,Wearables,788,2023-03-02 04:00:00
6106,Hannah,34,"San Diego, CA",Laptop,Computers,681,2023-03-02 05:00:00
3147,David,48,"San Diego, CA",Tablet,Mobile,247,2023-03-02 06:00:00
8426,Grace,31,"Chicago, IL",Smartphone,Electronics,306,2023-03-02 07:00:00
2302,Eva,40,"San Diego, CA",Tablet,Mobile,721,2023-03-02 08:00:00
4075,David,19,"Philadelphia, PA",Laptop,Computers,129,2023-03-02 09:00:00
7733,David,43,"Dallas, TX",Tablet,Mobile,515,2023-03-02 10:00:00
5805,Frank,43,"New York, NY",Tablet,Mobile,859,2023-03-02 11:00:00
2700,Bob,39,"Dallas, TX",Smartphone,Electronics,681,2023-03-02 12:00:00
8686,Eva,59,"San Diego, CA",Smartphone,Electronics,514,2023-03-02 13:00:00
2024,Hannah,45,"San Jose, CA",Smartphone,Electronics,128,2023-03-02 14:00:00
9791,Bob,23,"San Diego, CA",Laptop,Computers,377,2023-03-02 15:00:00
2441,Eva,65,"San Diego, CA",Headphones,Audio,779,2023-03-02 16:00:00
8347,Grace,56,"San Jose, CA",Laptop,Computers,562,2023-03-02 17:00:00
1645,Eva,36,"San Antonio, TX",Smartphone,Electronics,184,2023-03-02 18:00:00
8619,Jack,38,"Chicago, IL",Smartwatch,Wearables,164,2023-03-02 19:00:00
2991,Isla,59,"Philadelphia, PA",Tablet,Mobile,257,2023-03-02 20:00:00
6838,Isla,37,"San Jose, CA",Tablet,Mobile,357,2023-03-02 21:00:00
4372,Hannah,48,"San Diego, CA",Tablet,Mobile,635,2023-03-02 22:00:00
5747,Isla,44,"San Diego, CA",Tablet,Mobile,532,2023-03-02 23:00:00
2646,Bob,32,"Houston, TX",Smartwatch,Wearables,552,2023-03-03 00:00:00
4141,Charlie,61,"San Diego, CA",Smartphone,Electronics,879,2023-03-03 01:00:00
8028,David,48,"San Diego, CA",Headphones,Audio,360,2023-03-03 02:00:00
5319,Eva,26,"New York, NY",Tablet,Mobile,837,2023-03-03 03:00:00
2754,Jack,67,"Phoenix, AZ",Headphones,Audio,625,2023-03-03 04:00:00
1750,Bob,34,"San Antonio, TX",Laptop,Computers,303,2023-03-03 05:00:00
1842,Jack,36,"San Diego, CA",Laptop,Computers,866,2023-03-03 06:00:00
4414,David,49,"Dallas, TX",Tablet,Mobile,894,2023-03-03 07:00:00
8958,David,27,"Philadelphia, PA",Smartphone,Electronics,677,2023-03-03 08:00:00
4510,Eva,57,"San Jose, CA",Smartwatch,Wearables,276,2023-03-03 09:00:00
3303,Frank,69,"Phoenix, AZ",Tablet,Mobile,656,2023-03-03 10:00:00
2505,Alice,22,"San Diego, CA",Laptop,Computers,649,2023-03-03 11:00:00
2427,Frank,30,"Philadelphia, PA",Laptop,Computers,550,2023-03-03 12:00:00
4854,Isla,44,"Los Angeles, CA",Headphones,Audio,413,2023-03-03 13:00:00
5071,Charlie,19,"Dallas, TX",Smartwatch,Wearables,455,2023-03-03 14:00:00
3374,Bob,18,"Dallas, TX",Tablet,Mobile,939,2023-03-03 15:00:00
6609,Hannah,25,"New York, NY",Smartphone,Electronics,165,2023-03-03 16:00:00
4805,Bob,27,"Dallas, TX",Headphones,Audio,716,2023-03-03 17:00:00
4935,Hannah,45,"Phoenix, AZ",Smartwatch,Wearables,717,2023-03-03 18:00:00
2383,Jack,22,"Dallas, TX",Headphones,Audio,921,2023-03-03 19:00:00
4276,David,67,"Phoenix, AZ",Smartphone,Electronics,768,2023-03-03 20:00:00
1279,Isla,19,"San Jose, CA",Laptop,Computers,956,2023-03-03 21:00:00
6174,David,58,"Philadelphia, PA",Tablet,Mobile,340,2023-03-03 22:00:00
4978,Alice,65,"Dallas, TX",Tablet,Mobile,606,2023-03-03 23:00:00
3270,Hannah,69,"San Antonio, TX",Smartphone,Electronics,103,2023-03-04 00:00:00
7861,Alice,34,"Houston, TX",Tablet,Mobile,538,2023-03-04 01:00:00
1683,Eva,65,"Philadelphia, PA",Tablet,Mobile,749,2023-03-04 02:00:00
1601,Grace,50,"San Diego, CA",Headphones,Audio,476,2023-03-04 03:00:00
3043,Charlie,42,"Phoenix, AZ",Smartphone,Electronics,143,2023-03-04 04:00:00
2532,Frank,22,"Houston, TX",Headphones,Audio,820,2023-03-04 05:00:00
1960,Alice,45,"San Antonio, TX",Tablet,Mobile,998,2023-03-04 06:00:00
4077,Frank,68,"Chicago, IL",Smartwatch,Wearables,161,2023-03-04 07:00:00
1506,Eva,35,"Houston, TX",Smartwatch,Wearables,449,2023-03-04 08:00:00
3315,Bob,40,"San Antonio, TX",Headphones,Audio,104,2023-03-04 09:00:00
3803,David,69,"Phoenix, AZ",Laptop,Computers,143,2023-03-04 10:00:00
6299,Grace,52,"New York, NY",Laptop,Computers,494,2023-03-04 11:00:00
6149,Frank,35,"Philadelphia, PA",Smartphone,Electronics,600,2023-03-04 12:00:00
4190,Jack,28,"Dallas, TX",Smartwatch,Wearables,172,2023-03-04 13:00:00
4788,Frank,60,"San Jose, CA",Smartwatch,Wearables,274,2023-03-04 14:00:00
1733,Isla,60,"Chicago, IL",Headphones,Audio,113,2023-03-04 15:00:00
5555,Bob,27,"Houston, TX",Tablet,Mobile,118,2023-03-04 16:00:00
2661,Alice,27,"San Jose, CA",Smartphone,Electronics,624,2023-03-04 17:00:00
5553,Bob,53,"Los Angeles, CA",Headphones,Audio,995,2023-03-04 18:00:00
5662,Charlie,26,"Chicago, IL",Laptop,Computers,632,2023-03-04 19:00:00
5134,Isla,59,"Phoenix, AZ",Tablet,Mobile,906,2023-03-04 20:00:00
1969,Jack,30,"Philadelphia, PA",Smartphone,Electronics,334,2023-03-04 21:00:00
1261,Isla,40,"Los Angeles, CA",Tablet,Mobile,677,2023-03-04 22:00:00
5279,Eva,18,"Los Angeles, CA",Laptop,Computers,897,2023-03-04 23:00:00
5615,Grace,33,"Philadelphia, PA",Headphones,Audio,250,2023-03-05 00:00:00
4599,Charlie,36,"New York, NY",Headphones,Audio,291,2023-03-05 01:00:00
4959,Jack,29,"Los Angeles, CA",Smartwatch,Wearables,766,2023-03-05 02:00:00
1385,Bob,22,"Houston, TX",Headphones,Audio,740,2023-03-05 03:00:00
2034,Frank,22,"New York, NY",Smartwatch,Wearables,426,2023-03-05 04:00:00
2539,Frank,24,"Phoenix, AZ",Headphones,Audio,762,2023-03-05 05:00:00
2806,Eva,61,"Chicago, IL",Smartphone,Electronics,706,2023-03-05 06:00:00
3056,Alice,31,"San Jose, CA",Laptop,Computers,470,2023-03-05 07:00:00
2600,Jack,50,"New York, NY",Tablet,Mobile,768,2023-03-05 08:00:00
4687,Bob,23,"Houston, TX",Laptop,Computers,927,2023-03-05 09:00:00
5790,Grace,35,"New York, NY",Laptop,Computers,104,2023-03-05 10:00:00
1800,Jack,23,"Los Angeles, CA",Smartwatch,Wearables,558,2023-03-05 11:00:00
3069,Bob,68,"San Jose, CA",Smartwatch,Wearables,977,2023-03-05 12:00:00
8209,Eva,47,"San Antonio, TX",Smartphone,Electronics,588,2023-03-05 13:00:00
2485,Jack,29,"New York, NY",Tablet,Mobile,132,2023-03-05 14:00:00
5173,David,67,"Philadelphia, PA",Headphones,Audio,192,2023-03-05 15:00:00
7247,Jack,52,"Houston, TX",Headphones,Audio,937,2023-03-05 16:00:00
7122,Alice,28,"Philadelphia, PA",Laptop,Computers,106,2023-03-05 17:00:00
5814,Eva,21,"Phoenix, AZ",Smartphone,Electronics,528,2023-03-05 18:00:00
9530,Alice,30,"Philadelphia, PA",Tablet,Mobile,877,2023-03-05 19:00:00
8966,Charlie,18,"Phoenix, AZ",Headphones,Audio,348,2023-03-05 20:00:00
9465,Isla,69,"Los Angeles, CA",Laptop,Computers,172,2023-03-05 21:00:00
8051,Grace,55,"San Jose, CA",Smartphone,Electronics,756,2023-03-05 22:00:00
8847,Bob,48,"Houston, TX",Tablet,Mobile,839,2023-03-05 23:00:00
4961,Eva,31,"San Antonio, TX",Laptop,Computers,233,2023-03-06 00:00:00
4756,David,38,"Houston, TX",Laptop,Computers,154,2023-03-06 01:00:00
5528,Grace,58,"Phoenix, AZ",Smartphone,Electronics,484,2023-03-06 02:00:00
9064,David,48,"Los Angeles, CA",Smartphone,Electronics,366,2023-03-06 03:00:00
7753,Isla,58,"Chicago, IL",Smartphone,Electronics,462,2023-03-06 04:00:00
7008,Charlie,24,"Phoenix, AZ",Smartphone,Electronics,500,2023-03-06 05:00:00
2283,Frank,32,"Houston, TX",Tablet,Mobile,924,2023-03-06 06:00:00
5091,Eva,59,"Chicago, IL",Smartphone,Electronics,351,2023-03-06 07:00:00
3221,Jack,26,"Los Angeles, CA",Smartphone,Electronics,778,2023-03-06 08:00:00
8121,Hannah,46,"Dallas, TX",Smartphone,Electronics,300,2023-03-06 09:00:00
4512,Alice,41,"Los Angeles, CA",Tablet,Mobile,755,2023-03-06 10:00:00
7415,Jack,32,"Dallas, TX",Headphones,Audio,664,2023-03-06 11:00:00
6768,Bob,38,"Houston, TX",Laptop,Computers,190,2023-03-06 12:00:00
3642,Grace,58,"San Jose, CA",Smartwatch,Wearables,588,2023-03-06 13:00:00
9069,Alice,41,"Dallas, TX",Laptop,Computers,872,2023-03-06 14:00:00
1555,Eva,24,"Dallas, TX",Tablet,Mobile,457,2023-03-06 15:00:00
3254,Hannah,41,"San Jose, CA",Smartphone,Electronics,363,2023-03-06 16:00:00
2140,Jack,40,"Phoenix, AZ",Tablet,Mobile,556,2023-03-06 17:00:00
7148,Eva,42,"San Antonio, TX",Headphones,Audio,102,2023-03-06 18:00:00
8962,Eva,25,"Houston, TX",Smartwatch,Wearables,126,2023-03-06 19:00:00
6745,Isla,51,"San Jose, CA",Headphones,Audio,149,2023-03-06 20:00:00
2785,Eva,52,"Houston, TX",Smartphone,Electronics,968,2023-03-06 21:00:00
8592,Alice,39,"New York, NY",Tablet,Mobile,409,2023-03-06 22:00:00
7131,Charlie,51,"San Jose, CA",Tablet,Mobile,992,2023-03-06 23:00:00
4099,Eva,45,"Dallas, TX",Smartphone,Electronics,667,2023-03-07 00:00:00
4615,Hannah,18,"San Jose, CA",Smartphone,Electronics,247,2023-03-07 01:00:00
2240,Jack,61,"San Diego, CA",Smartwatch,Wearables,196,2023-03-07 02:00:00
9262,Bob,54,"Dallas, TX",Headphones,Audio,727,2023-03-07 03:00:00
8931,David,47,"New York, NY",Smartphone,Electronics,733,2023-03-07 04:00:00
3868,David,67,"Los Angeles, CA",Smartphone,Electronics,661,2023-03-07 05:00:00
2544,Charlie,42,"San Diego, CA",Headphones,Audio,205,2023-03-07 06:00:00
6089,Frank,68,"San Diego, CA",Smartphone,Electronics,955,2023-03-07 07:00:00
3370,Jack,19,"New York, NY",Smartwatch,Wearables,439,2023-03-07 08:00:00
9100,Bob,45,"San Jose, CA",Smartwatch,Wearables,382,2023-03-07 09:00:00
7357,Charlie,65,"Phoenix, AZ",Headphones,Audio,117,2023-03-07 10:00:00
2106,Bob,45,"Philadelphia, PA",Laptop,Computers,511,2023-03-07 11:00:00
5708,Jack,40,"Phoenix, AZ",Smartwatch,Wearables,452,2023-03-07 12:00:00
8177,Hannah,55,"Philadelphia, PA",Tablet,Mobile,541,2023-03-07 13:00:00
6967,Bob,41,"San Antonio, TX",Tablet,Mobile,738,2023-03-07 14:00:00
1280,Eva,52,"San Jose, CA",Laptop,Computers,131,2023-03-07 15:00:00
5404,David,25,"Philadelphia, PA",Smartwatch,Wearables,618,2023-03-07 16:00:00
4021,Alice,53,"Chicago, IL",Smartphone,Electronics,498,2023-03-07 17:00:00
4070,Grace,35,"Philadelphia, PA",Laptop,Computers,945,2023-03-07 18:00:00
2130,Frank,37,"Dallas, TX",Smartphone,Electronics,518,2023-03-07 19:00:00
7298,Jack,21,"Philadelphia, PA",Tablet,Mobile,279,2023-03-07 20:00:00
9023,Alice,25,"Philadelphia, PA",Laptop,Computers,854,2023-03-07 21:00:00
8616,Isla,43,"Phoenix, AZ",Smartwatch,Wearables,139,2023-03-07 22:00:00
7739,David,56,"New York, NY",Tablet,Mobile,322,2023-03-07 23:00:00
8243,Alice,37,"Phoenix, AZ",Smartwatch,Wearables,982,2023-03-08 00:00:00
7084,Hannah,35,"New York, NY",Smartphone,Electronics,661,2023-03-08 01:00:00
8504,Alice,50,"San Diego, CA",Smartwatch,Wearables,962,2023-03-08 02:00:00
2929,Bob,35,"New York, NY",Laptop,Computers,189,2023-03-08 03:00:00
8127,Eva,51,"San Diego, CA",Smartphone,Electronics,337,2023-03-08 04:00:00
9884,Alice,36,"Houston, TX",Laptop,Computers,297,2023-03-08 05:00:00
1713,Alice,59,"Chicago, IL",Smartphone,Electronics,342,2023-03-08 06:00:00
5725,Frank,50,"Houston, TX",Laptop,Computers,510,2023-03-08 07:00:00
7544,Alice,38,"Los Angeles, CA",Tablet,Mobile,879,2023-03-08 08:00:00
2827,Eva,24,"Chicago, IL",Laptop,Computers,287,2023-03-08 09:00:00
8783,Jack,31,"Houston, TX",Tablet,Mobile,722,2023-03-08 10:00:00
7317,Eva,50,"Dallas, TX",Headphones,Audio,897,2023-03-08 11:00:00
9492,Bob,21,"San Jose, CA",Smartwatch,Wearables,699,2023-03-08 12:00:00
5092,Charlie,60,"Los Angeles, CA",Smartphone,Electronics,825,2023-03-08 13:00:00
7246,Charlie,19,"Chicago, IL",Smartwatch,Wearables,359,2023-03-08 14:00:00
8331,Charlie,57,"Houston, TX",Tablet,Mobile,616,2023-03-08 15:00:00
2028,Charlie,67,"Chicago, IL",Tablet,Mobile,487,2023-03-08 16:00:00
4918,David,48,"Chicago, IL",Tablet,Mobile,576,2023-03-08 17:00:00
6720,Jack,66,"Dallas, TX",Laptop,Computers,236,2023-03-08 18:00:00
2710,Alice,63,"Phoenix, AZ",Smartwatch,Wearables,730,2023-03-08 19:00:00
8328,David,47,"Dallas, TX",Tablet,Mobile,662,2023-03-08 20:00:00
5192,David,67,"Philadelphia, PA",Headphones,Audio,585,2023-03-08 21:00:00
7821,Hannah,27,"San Jose, CA",Tablet,Mobile,152,2023-03-08 22:00:00
1387,David,69,"San Diego, CA",Smartwatch,Wearables,709,2023-03-08 23:00:00
2903,Eva,38,"New York, NY",Tablet,Mobile,299,2023-03-09 00:00:00
5259,David,67,"San Diego, CA",Tablet,Mobile,849,2023-03-09 01:00:00
5776,Eva,69,"New York, NY",Smartphone,Electronics,963,2023-03-09 02:00:00
2001,Charlie,40,"Dallas, TX",Tablet,Mobile,515,2023-03-09 03:00:00
2159,Charlie,54,"Chicago, IL",Smartwatch,Wearables,788,2023-03-09 04:00:00
5253,Hannah,25,"Dallas, TX",Smartphone,Electronics,872,2023-03-09 05:00:00
7541,Alice,27,"San Diego, CA",Smartphone,Electronics,643,2023-03-09 06:00:00
6421,Charlie,42,"San Antonio, TX",Tablet,Mobile,232,2023-03-09 07:00:00
3396,Bob,50,"New York, NY",Tablet,Mobile,579,2023-03-09 08:00:00
2347,Jack,34,"San Antonio, TX",Headphones,Audio,932,2023-03-09 09:00:00
2537,Frank,68,"Los Angeles, CA",Smartwatch,Wearables,809,2023-03-09 10:00:00
2486,Hannah,41,"Los Angeles, CA",Smartwatch,Wearables,252,2023-03-09 11:00:00
2782,Frank,66,"Dallas, TX",Laptop,Computers,465,2023-03-09 12:00:00
3548,David,59,"Dallas, TX",Laptop,Computers,177,2023-03-09 13:00:00
2750,Charlie,67,"New York, NY",Smartwatch,Wearables,723,2023-03-09 14:00:00
7885,David,47,"San Antonio, TX",Tablet,Mobile,172,2023-03-09 15:00:00
6873,Hannah,18,"Phoenix, AZ",Smartphone,Electronics,639,2023-03-09 16:00:00
3235,Isla,34,"Philadelphia, PA",Headphones,Audio,597,2023-03-09 17:00:00
7272,Hannah,45,"New York, NY",Tablet,Mobile,699,2023-03-09 18:00:00
4564,Isla,30,"Philadelphia, PA",Smartphone,Electronics,802,2023-03-09 19:00:00
7240,Hannah,27,"New York, NY",Smartwatch,Wearables,135,2023-03-09 20:00:00
6014,Eva,18,"Houston, TX",Tablet,Mobile,330,2023-03-09 21:00:00
3224,Eva,37,"Los Angeles, CA",Headphones,Audio,968,2023-03-09 22:00:00
8151,Alice,24,"Los Angeles, CA",Laptop,Computers,852,2023-03-09 23:00:00
5724,Hannah,49,"New York, NY",Smartphone,Electronics,589,2023-03-10 00:00:00
1969,Bob,38,"San Antonio, TX",Tablet,Mobile,923,2023-03-10 01:00:00
9127,Frank,43,"Los Angeles, CA",Headphones,Audio,678,2023-03-10 02:00:00
9464,Frank,62,"San Antonio, TX",Tablet,Mobile,632,2023-03-10 03:00:00
7542,Jack,24,"Los Angeles, CA",Smartwatch,Wearables,394,2023-03-10 04:00:00
3824,David,55,"San Antonio, TX",Smartphone,Electronics,141,2023-03-10 05:00:00
4518,Isla,62,"Houston, TX",Smartwatch,Wearables,775,2023-03-10 06:00:00
5020,Charlie,57,"Dallas, TX",Smartwatch,Wearables,933,2023-03-10 07:00:00
5956,Hannah,65,"New York, NY",Laptop,Computers,628,2023-03-10 08:00:00
8977,Bob,58,"Chicago, IL",Smartwatch,Wearables,598,2023-03-10 09:00:00
9820,Eva,62,"Phoenix, AZ",Headphones,Audio,665,2023-03-10 10:00:00
5345,Frank,44,"San Antonio, TX",Smartphone,Electronics,204,2023-03-10 11:00:00
5607,Bob,51,"San Antonio, TX",Laptop,Computers,252,2023-03-10 12:00:00
1344,Grace,29,"Philadelphia, PA",Tablet,Mobile,504,2023-03-10 13:00:00
5642,Eva,29,"Phoenix, AZ",Smartwatch,Wearables,118,2023-03-10 14:00:00
9747,Jack,32,"Phoenix, AZ",Tablet,Mobile,512,2023-03-10 15:00:00
6082,David,37,"Houston, TX",Laptop,Computers,998,2023-03-10 16:00:00
5010,David,27,"Dallas, TX",Tablet,Mobile,943,2023-03-10 17:00:00
3919,Bob,63,"San Diego, CA",Headphones,Audio,154,2023-03-10 18:00:00
1459,Isla,43,"Dallas, TX",Laptop,Computers,847,2023-03-10 19:00:00
6226,Alice,34,"San Antonio, TX",Smartphone,Electronics,278,2023-03-10 20:00:00
3788,Alice,27,"Phoenix, AZ",Smartphone,Electronics,957,2023-03-10 21:00:00
3811,David,28,"San Jose, CA",Smartphone,Electronics,906,2023-03-10 22:00:00
4115,Charlie,34,"Los Angeles, CA",Smartphone,Electronics,770,2023-03-10 23:00:00
9101,Isla,28,"Invalid, XX",Laptop,Computers,299,2023-03-11 00:00:00
6544,Grace,32,"Philadelphia, PA",Laptop,Computers,262,2023-03-11 01:00:00
9251,Bob,21,"San Diego, CA",Laptop,Computers,424,2023-03-11 02:00:00
5444,David,42,"Phoenix, AZ",Smartwatch,Wearables,223,2023-03-11 03:00:00
7541,Eva,53,"Dallas, TX",Laptop,Computers,607,2023-03-11 04:00:00
2964,Jack,64,"Houston, TX",Laptop,Computers,894,2023-03-11 05:00:00
5769,David,48,"Philadelphia, PA",Laptop,Computers,509,2023-03-11 06:00:00
3596,David,63,"Houston, TX",Smartphone,Electronics,766,2023-03-11 07:00:00
5233,David,46,"Philadelphia, PA",Headphones,Audio,352,2023-03-11 08:00:00
3665,Hannah,48,"San Jose, CA",Smartphone,Electronics,880,2023-03-11 09:00:00
8280,Grace,26,"Chicago, IL",Headphones,Audio,987,2023-03-11 10:00:00
3456,David,65,"San Diego, CA",Headphones,Audio,378,2023-03-11 11:00:00
3412,Alice,18,"Houston, TX",Headphones,Audio,676,2023-03-11 12:00:00
8862,Frank,20,"San Antonio, TX",Smartphone,Electronics,725,2023-03-11 13:00:00
6391,Eva,21,"San Jose, CA",Smartwatch,Wearables,319,2023-03-11 14:00:00
9023,Eva,36,"San Diego, CA",Tablet,Mobile,345,2023-03-11 15:00:00
5340,Frank,58,"Dallas, TX",Smartwatch,Wearables,690,2023-03-11 16:00:00
8266,Hannah,39,"Los Angeles, CA",Smartphone,Electronics,944,2023-03-11 17:00:00
7714,Frank,68,"Chicago, IL",Headphones,Audio,168,2023-03-11 18:00:00
7767,Frank,25,"Dallas, TX",Tablet,Mobile,842,2023-03-11 19:00:00
8455,Grace,42,"San Antonio, TX",Smartwatch,Wearables,957,2023-03-11 20:00:00
8096,Hannah,21,"San Antonio, TX",Laptop,Computers,594,2023-03-11 21:00:00
9402,David,66,"Houston, TX",Smartwatch,Wearables,810,2023-03-11 22:00:00
1533,Grace,68,"New York, NY",Smartphone,Electronics,838,2023-03-11 23:00:00
1011,Hannah,31,"San Diego, CA",Tablet,Mobile,980,2023-03-12 00:00:00
1516,Frank,22,"San Jose, CA",Laptop,Computers,761,2023-03-12 01:00:00
2724,Isla,67,"Dallas, TX",Tablet,Mobile,856,2023-03-12 02:00:00
3183,Frank,67,"Houston, TX",Tablet,Mobile,479,2023-03-12 03:00:00
5541,David,46,"New York, NY",Smartwatch,Wearables,100,2023-03-12 04:00:00
8605,Frank,38,"Dallas, TX",Headphones,Audio,242,2023-03-12 05:00:00
9364,Bob,32,"Phoenix, AZ",Smartwatch,Wearables,193,2023-03-12 06:00:00
7655,Hannah,40,"Philadelphia, PA",Laptop,Computers,166,2023-03-12 07:00:00
2675,Frank,34,"Los Angeles, CA",Smartphone,Electronics,553,2023-03-12 08:00:00
9195,David,20,"Phoenix, AZ",Smartwatch,Wearables,104,2023-03-12 09:00:00
2610,Grace,50,"New York, NY",Headphones,Audio,807,2023-03-12 10:00:00
3793,Hannah,67,"Chicago, IL",Headphones,Audio,795,2023-03-12 11:00:00
7247,Charlie,44,"New York, NY",Smartwatch,Wearables,380,2023-03-12 12:00:00
6768,Jack,33,"New York, NY",Laptop,Computers,430,2023-03-12 13:00:00
5377,Charlie,23,"Dallas, TX",Headphones,Audio,161,2023-03-12 14:00:00
2500,Jack,58,"Philadelphia, PA",Headphones,Audio,241,2023-03-12 15:00:00
5330,Charlie,27,"San Diego, CA",Laptop,Computers,700,2023-03-12 16:00:00
2725,Charlie,46,"Phoenix, AZ",Laptop,Computers,468,2023-03-12 17:00:00
4928,Bob,34,"Dallas, TX",Laptop,Computers,476,2023-03-12 18:00:00
6341,Eva,56,"Houston, TX",Laptop,Computers,535,2023-03-12 19:00:00
1455,Frank,63,"San Jose, CA",Smartwatch,Wearables,638,2023-03-12 20:00:00
2382,Alice,31,"San Diego, CA",Smartwatch,Wearables,832,2023-03-12 21:00:00
6724,Frank,29,"Philadelphia, PA",Tablet,Mobile,151,2023-03-12 22:00:00
1557,Grace,55,"San Jose, CA",Tablet,Mobile,867,2023-03-12 23:00:00
7114,Bob,46,"Phoenix, AZ",Tablet,Mobile,332,2023-03-13 00:00:00
4990,Alice,31,"Phoenix, AZ",Headphones,Audio,100,2023-03-13 01:00:00
2168,Grace,25,"Chicago, IL",Laptop,Computers,913,2023-03-13 02:00:00
2367,Frank,66,"Invalid, XX",Smartwatch,Wearables,488,2023-03-13 03:00:00
9348,Charlie,57,"San Jose, CA",Smartwatch,Wearables,929,2023-03-13 04:00:00
5989,Bob,57,"Phoenix, AZ",Laptop,Computers,923,2023-03-13 05:00:00
5957,Bob,34,"Dallas, TX",Tablet,Mobile,291,2023-03-13 06:00:00
8295,Bob,60,"San Jose, CA",Headphones,Audio,888,2023-03-13 07:00:00
1930,Hannah,56,"Chicago, IL",Smartwatch,Wearables,715,2023-03-13 08:00:00
8342,Alice,40,"Phoenix, AZ",Smartphone,Electronics,200,2023-03-13 09:00:00
2281,Charlie,24,"Dallas, TX",Headphones,Audio,325,2023-03-13 10:00:00
5815,Hannah,29,"New York, NY",Headphones,Audio,479,2023-03-13 11:00:00
2176,Frank,33,"Phoenix, AZ",Tablet,Mobile,933,2023-03-13 12:00:00
1505,Grace,30,"Houston, TX",Laptop,Computers,603,2023-03-13 13:00:00
7223,Bob,64,"New York, NY",Smartphone,Electronics,528,2023-03-13 14:00:00
9416,Isla,36,"New York, NY",Tablet,Mobile,470,2023-03-13 15:00:00
4838,Grace,20,"San Antonio, TX",Laptop,Computers,117,2023-03-13 16:00:00
5052,Charlie,60,"Philadelphia, PA",Smartphone,Electronics,626,2023-03-13 17:00:00
9371,Isla,25,"New York, NY",Smartwatch,Wearables,785,2023-03-13 18:00:00
1741,Charlie,57,"Houston, TX",Smartphone,Electronics,609,2023-03-13 19:00:00
5409,Jack,29,"San Antonio, TX",Tablet,Mobile,132,2023-03-13 20:00:00
6453,Hannah,48,"Philadelphia, PA",Smartphone,Electronics,343,2023-03-13 21:00:00
9499,Grace,52,"San Jose, CA",Smartphone,Electronics,366,2023-03-13 22:00:00
7183,Charlie,37,"Los Angeles, CA",Smartphone,Electronics,832,2023-03-13 23:00:00
2268,Eva,45,"Dallas, TX",Smartwatch,Wearables,640,2023-03-14 00:00:00
